group,indicator,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10
pi_boot,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6644,0.249722,0.000555556,0,0,0,0,0,0,0,0,0,0,0
pi_bpeercy,GPU 2013 Usage,0,0,0,0,0.0308333,0.0366667,5.66917,0,28.6697,32.4406,0,0,0,0,7.74139,0,0,1.34833,0.509444,0,69.7839,629.144,40.9578,0,0.0583333,272.834,0,0,0.0955556,17.7611,1.62889,0,0.438333,3.04889
pi_cmat,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_donengel,GPU 2013 Usage,0,0,0,0,0,0,3.34556,0,0,0,0,0,3044.23,92.8722,43.1161,0,0,0,0,0,0,0,0,0,0,0,0,6.47694,0,0,0,0,0,0
pi_ferraro,GPU 2013 Usage,0,263.822,9729.97,2348.08,1802.16,634.077,1182.91,562.563,1365.07,1091.72,2034.82,11834.4,17449.6,141.36,2.36889,29.9408,50.6108,112.387,614.01,377.295,1977.43,2655.69,8215.9,2.21944,100.775,340.046,287.84,269.005,48.3489,0,0,2.25833,9.69333,0
pi_finin,GPU 2013 Usage,0,0,1.49083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_gobbert,GPU 2013 Usage,0,0,0,0,0,2.42167,0,0,1.34472,0.6275,1.02778,0,0,444.394,360.923,542.747,152.316,747,929.44,0,0,2.84056,239.621,0,0.369167,177.439,0.00833333,1.21778,5.44333,0.0533333,0,0,14.8564,0
pi_halem,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603333,6.69861,516.35,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_hoban,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113889,0,0
pi_jianwu,GPU 2013 Usage,0,0,0,0,0,0.391111,1.41389,0,8.01,0,0,0,8.00056,0,2.04,4.02278,6.02889,0,0,0.0675,0,0.00722222,0,4.55306,1.19528,19.0092,2.30556,0,0,0,0,0,0,0
pi_joshi,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1625,7.07361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_nagaraj,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_oates,GPU 2013 Usage,0,0,0.0663889,0,0,0,0,0,218.732,143.887,0,0,0,30.1714,0,0.796389,4.00306,0,0,0,14.1872,0,0.0133333,0,0,0,0,0,0.393889,0.130278,0,0.0102778,0,0
pi_psanjay,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12944,0,0,0,0,0,0,0,0
pi_pwzhai,GPU 2013 Usage,0,0,0,0.164167,3752.03,7697.94,1640.66,33.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_vjaneja,GPU 2013 Usage,0,0,0,0,0,0,0,0,0,0.808889,5.98833,1.51944,0,0,0,0,0,0,0,0,0,0,0,0,156.476,0,0,0,0,1.69444,6.395,0.711667,0,0
pi_zzbatmos,GPU 2013 Usage,0,0,0,0.0216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611111,0,0,0.000555556,0,0,0.243889,500.033,0,0,0,0,0,0,0,0
total,GPU 2013 Usage,0,263.822,9788.123319,3038.666834,5557.463334,8466.249248,3003.69251,1446.433,1621.82642,1269.483989,2041.83611,11835.91944,20501.83056,708.954267,461.3535467,584.580579,212.95875,1120.450441,1651.780888,385.62944,2623.4155,3287.93206,8496.839911,7.199167,259.1176693,1310.547307,290.1538933,276.69972,55.6661146,54.4260513,11763.22389,2545.231664,24.988063,3.309446
cybertrn,GPU 2018 Usage,0,0,0,0,1.96889,47.955,0.878333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133889,0,0,0,52.0408,669.093,1190.04,1359.61,2289.1
pi_adali,GPU 2018 Usage,0,0,21.9978,26.8656,0,34.1592,90.2311,55.1294,0,0,0,0,0,0,0,0,0,5.64417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_adash2,GPU 2018 Usage,0,0.0419444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_bpeercy,GPU 2018 Usage,0,0,0,0,0.0722222,0,0.866389,287.444,157.161,72.3144,0,0,0.00861111,0,0,0,0,0,0,0,0,286.966,27.4144,102.958,127.336,89.6594,0,0,0,52.0128,0,0,0,0
pi_burnsm,GPU 2018 Usage,0,0,0,0,0,0,0,0,0,0,63.6067,15.7478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_donengel,GPU 2018 Usage,0,0,0,0,0,0.0602778,1.06639,0,0,0,0,0,81.5053,0.0983333,0.0411111,0,0,0,0,0,0,0,0,0,0,0,0,5.07222,0,0,0,0,0,0
pi_ferraro,GPU 2018 Usage,0,62.5486,1601.87,1888.28,1689.11,617.618,339.021,211.201,420.097,953.974,863.945,520.196,481.784,652.936,0,0,42.1861,63.9778,249.178,231.446,239.935,413.015,671.804,0,0.0808333,4.645,18.9433,8.31722,0,0,0,0,0,0
pi_gobbert,GPU 2018 Usage,0,0,0,0,0,17.3586,0,0,0.0605556,0.902222,0.116667,0,0.00333333,0,541.947,1408.6,661.838,1008.86,1251.82,41.0525,0,0.0366667,0,81.3008,47.4372,172.963,334.908,1176.8,1386.76,193.065,23.2544,0,0,0
pi_jianwu,GPU 2018 Usage,0,0,0,0,0.00833333,0,2.69056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.82,0,0,0,841.788,0,0,0,0,0,0,0,0
pi_oates,GPU 2018 Usage,0,0,0,0,0,0,0,0,16.0053,0,0,0,0,12.8906,0,0,17.4694,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97083,0,0,0
pi_pwzhai,GPU 2018 Usage,0,0,0,0,0,0,5.8175,56.7939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi_vjaneja,GPU 2018 Usage,0,0,0,0,0,0,0,0,0,0,0,4.78778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36583,0,0
pi_zzbatmos,GPU 2018 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000555556,0,0,0,0.291667,0,0,0,0,0,0,0,0
total,GPU 2018 Usage,0,62.5905444,1623.8678,1915.1456,1691.159446,717.1510778,440.571272,610.5683,593.3238556,1027.190622,927.668367,540.73158,563.3012444,665.9249333,541.9881111,1408.6,721.4935,1078.48197,1500.998,272.4985,239.935,1294.838222,699.2184,184.2588,174.8540333,1109.480956,353.8513,1190.18944,1386.76,297.1186,694.31823,1197.40583,1359.61,2289.1
pi_doit,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.773
pi_gobbert,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4915.37
pi_hoban,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194444,0
pi_nagaraj,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277778,0
pi_strow,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3056
pi_tjo,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477778
pi_wolson,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277778,0
student,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000555556,0
support,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9428.35,506.107
total,CPU 2021 Usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9428.355556,5697.603378
CPU2013,CPU Usage by architechture,40.07,15248.00724,81911.62721,105440.1724,90332.67977,102023.6826,136000.2679,80492.82085,63274.63368,185083.8452,118116.2143,139581.7411,102080.3809,116262.1174,34327.21499,17550.99054,111562.101,114661.6377,97798.57577,99278.50753,57497.25768,16350.16752,30262.16631,41502.32832,30534.38462,27603.65151,57078.73678,27339.70551,53796.92873,81191.10327,61176.33112,32086.42174,60288.02027,46131.47992
CPU2018,CPU Usage by architechture,66639.29,50000.90408,89651.11972,32358.89832,121367.3481,102776.7366,86437.80997,35234.48069,18457.63414,42275.95487,172311.0652,197167.6654,37372.0805,51665.02794,50740.62667,18664.25363,17163.41384,40078.6426,19468.29981,49511.92896,16827.24256,21623.31132,103793.1896,55891.72372,48569.65443,32362.55226,89471.22552,131860.2879,91438.58708,157854.3029,110496.7531,53651.08253,97720.24019,127252.1339
CPU2021,CPU Usage by architechture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9428.355556,5697.603378
GPU 2013,GPU Usage by architechture,0,263.822,9788.123319,3038.666834,5557.463334,8466.249248,3003.69251,1446.433,1621.82642,1269.483989,2041.83611,11835.91944,20501.83056,708.954267,461.3535467,584.580579,212.95875,1120.450441,1651.780888,385.62944,2623.4155,3287.93206,8496.839911,7.199167,259.1176693,1310.547307,290.1538933,276.69972,55.6661146,54.4260513,11763.22389,2545.231664,24.988063,3.309446
GPU 2018,GPU Usage by architechture,0,62.5905444,1623.8678,1915.1456,1691.159446,717.1510778,440.571272,610.5683,593.3238556,1027.190622,927.668367,540.73158,563.3012444,665.9249333,541.9881111,1408.6,721.4935,1078.48197,1500.998,272.4985,239.935,1294.838222,699.2184,184.2588,174.8540333,1109.480956,353.8513,1190.18944,1386.76,297.1186,694.31823,1197.40583,1359.61,2289.1
CPU2013,Total usage,40.07,15248.00724,81911.62721,105440.1724,90332.67977,102023.6826,136000.2679,80492.82085,63274.63368,185083.8452,118116.2143,139581.7411,102080.3809,116262.1174,34327.21499,17550.99054,111562.101,114661.6377,97798.57577,99278.50753,57497.25768,16350.16752,30262.16631,41502.32832,30534.38462,27603.65151,57078.73678,27339.70551,53796.92873,81191.10327,61176.33112,32086.42174,60288.02027,46131.47992
CPU2018,Total usage,66639.29,50000.90408,89651.11972,32358.89832,121367.3481,102776.7366,86437.80997,35234.48069,18457.63414,42275.95487,172311.0652,197167.6654,37372.0805,51665.02794,50740.62667,18664.25363,17163.41384,40078.6426,19468.29981,49511.92896,16827.24256,21623.31132,103793.1896,55891.72372,48569.65443,32362.55226,89471.22552,131860.2879,91438.58708,157854.3029,110496.7531,53651.08253,97720.24019,127252.1339
CPU2021,Total usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9428.355556,5697.603378
GPU 2013,Total usage,0,263.822,9788.123319,3038.666834,5557.463334,8466.249248,3003.69251,1446.433,1621.82642,1269.483989,2041.83611,11835.91944,20501.83056,708.954267,461.3535467,584.580579,212.95875,1120.450441,1651.780888,385.62944,2623.4155,3287.93206,8496.839911,7.199167,259.1176693,1310.547307,290.1538933,276.69972,55.6661146,54.4260513,11763.22389,2545.231664,24.988063,3.309446
GPU 2018,Total usage,0,62.5905444,1623.8678,1915.1456,1691.159446,717.1510778,440.571272,610.5683,593.3238556,1027.190622,927.668367,540.73158,563.3012444,665.9249333,541.9881111,1408.6,721.4935,1078.48197,1500.998,272.4985,239.935,1294.838222,699.2184,184.2588,174.8540333,1109.480956,353.8513,1190.18944,1386.76,297.1186,694.31823,1197.40583,1359.61,2289.1
